x xuv xdv xubar xdbar xgl
0.00052427 1.31441 1.28873 1.2647 1.27987 20.9003
0.00554676 0.835517 0.793534 0.704546 0.735394 8.03995
0.0105693 0.767489 0.708552 0.591294 0.613867 5.68742
0.0155917 0.742627 0.663016 0.528953 0.537587 4.4969
0.0206142 0.732628 0.630474 0.485426 0.47815 3.74667
0.0256367 0.729091 0.604015 0.451205 0.427887 3.21785
0.0306592 0.728686 0.581197 0.422425 0.383865 2.81947
0.0356817 0.729837 0.56097 0.397204 0.344684 2.5057
0.0407042 0.731726 0.542798 0.374508 0.309536 2.25075
0.0457267 0.733894 0.526361 0.35372 0.277889 2.03868
0.0507492 0.736069 0.511443 0.334452 0.249355 1.85898
0.0557717 0.738089 0.497874 0.31644 0.22362 1.70451
0.0607942 0.739856 0.485511 0.29951 0.200418 1.57003
0.0658167 0.741311 0.474226 0.283532 0.179511 1.45177
0.0708391 0.74242 0.463903 0.268406 0.160694 1.34693
0.0758616 0.743166 0.454434 0.254063 0.143769 1.25323
0.0808841 0.743541 0.445719 0.240441 0.128566 1.16899
0.0859066 0.743542 0.437665 0.227491 0.114924 1.09283
0.0909291 0.743178 0.430186 0.215176 0.102688 1.02359
0.0959516 0.742452 0.423203 0.20346 0.0917284 0.960408
0.100974 0.741375 0.416646 0.192312 0.0819176 0.902503
0.105997 0.739947 0.410449 0.181705 0.0731532 0.849285
0.111019 0.73819 0.404554 0.171615 0.0653166 0.800175
0.116042 0.736109 0.398908 0.162017 0.0583185 0.754741
0.121064 0.733713 0.393464 0.15289 0.0520752 0.712604
0.126087 0.731012 0.388183 0.144215 0.0465082 0.67343
0.131109 0.728019 0.383027 0.135972 0.0415441 0.636925
0.136132 0.724749 0.377969 0.128139 0.0371152 0.602826
0.141154 0.721184 0.372973 0.120707 0.0331855 0.57098
0.146177 0.717356 0.368021 0.113653 0.0296847 0.541139
0.151199 0.713288 0.363101 0.106956 0.0265563 0.5131
0.156221 0.708936 0.358175 0.100616 0.0237932 0.486826
0.161244 0.704377 0.35326 0.0945965 0.0213152 0.462042
0.166266 0.699546 0.348311 0.0889071 0.0191294 0.438765
0.171289 0.694512 0.343348 0.0835121 0.0171739 0.416777
0.176311 0.689257 0.338354 0.0784065 0.0154339 0.396025
0.181334 0.683768 0.333313 0.0735852 0.0138935 0.376452
0.186356 0.678091 0.328242 0.0690208 0.012516 0.357919
0.191379 0.672229 0.323136 0.0647027 0.0112852 0.340362
0.196401 0.666148 0.317975 0.0606345 0.0101963 0.323772
0.201424 0.659879 0.312771 0.0567954 0.00922618 0.308054
0.206446 0.653438 0.307531 0.0531709 0.00835898 0.293141
0.211469 0.64683 0.302256 0.0497515 0.00758378 0.278985
0.216491 0.640058 0.296947 0.0465279 0.00689066 0.265543
0.221514 0.633128 0.291606 0.0434911 0.00627064 0.252775
0.226536 0.626045 0.286237 0.0406321 0.00571562 0.240644
0.231559 0.618814 0.280842 0.0379422 0.0052183 0.229112
0.236581 0.611441 0.275428 0.035413 0.00477216 0.218147
0.241604 0.603934 0.269997 0.0330361 0.00437135 0.207717
0.246626 0.596298 0.264555 0.0308035 0.00401069 0.197791
0.251649 0.588542 0.259106 0.0287073 0.00368556 0.188343
0.256671 0.580672 0.253657 0.02674 0.00339187 0.179346
0.261694 0.572696 0.248212 0.0248939 0.00312601 0.170774
0.266716 0.564624 0.242777 0.0231621 0.00288483 0.162603
0.271739 0.556462 0.237357 0.0215377 0.00266551 0.154812
0.276761 0.54822 0.231956 0.020014 0.00246563 0.147378
0.281784 0.539899 0.226578 0.0185872 0.0022835 0.14029
0.286806 0.531465 0.221214 0.0172633 0.00211923 0.133565
0.291829 0.522972 0.215884 0.0160228 0.00196842 0.127143
0.296851 0.51443 0.210593 0.0148602 0.00182963 0.121009
0.301874 0.505846 0.205343 0.01377 0.0017016 0.115144
0.306896 0.497215 0.200135 0.0127517 0.00158385 0.109547
0.311919 0.488499 0.194965 0.0118132 0.00147698 0.104245
0.316941 0.479765 0.189848 0.0109331 0.00137762 0.0991702
0.321964 0.471022 0.184786 0.0101073 0.00128507 0.0943096
0.326986 0.462249 0.179778 0.00933926 0.00119961 0.0896758
0.332009 0.453426 0.174825 0.00863297 0.00112137 0.0852847
0.337031 0.444615 0.169936 0.00796935 0.00104796 0.0810722
0.342054 0.435824 0.165111 0.00734534 0.000978999 0.0770272
0.347076 0.426974 0.160349 0.00678055 0.00091644 0.0732235
0.352099 0.418157 0.155656 0.0062492 0.000857406 0.0695693
0.357121 0.409379 0.151031 0.00574848 0.000801597 0.0660536
0.362144 0.400565 0.146481 0.00529775 0.000750879 0.0627538
0.367166 0.3918 0.142003 0.00487305 0.000702793 0.0595791
0.372189 0.383078 0.137595 0.0044752 0.00065742 0.0565324
0.377211 0.374351 0.133271 0.00411701 0.000615937 0.05367
0.382234 0.365693 0.129018 0.00377744 0.000576317 0.0509055
0.387256 0.357065 0.124845 0.00346667 0.000539513 0.0482833
0.392279 0.348483 0.120755 0.00318077 0.000505139 0.0457901
0.397301 0.339975 0.116732 0.0029095 0.00047223 0.0433788
0.402324 0.331492 0.112809 0.00266994 0.000442384 0.0411332
0.407346 0.323096 0.108952 0.00244092 0.00041362 0.0389534
0.412369 0.314754 0.105185 0.00223427 0.000387049 0.0368989
0.417391 0.306488 0.101498 0.00204215 0.000361946 0.0349333
0.422414 0.298299 0.0978866 0.00186412 0.000338264 0.0330539
0.427436 0.290186 0.09437 0.00170346 0.000316343 0.0312828
0.432459 0.282159 0.0909153 0.00155082 0.000295272 0.0295669
0.437481 0.274218 0.0875698 0.00141682 0.000276117 0.027972
0.442503 0.266366 0.0842728 0.0012868 0.000257425 0.0264101
0.447526 0.258614 0.0810965 0.00117507 0.000240659 0.0249733
0.452548 0.250951 0.0779647 0.00106609 0.00022424 0.0235628
0.457571 0.2434 0.074948 0.000971839 0.000209428 0.0222605
0.462593 0.235939 0.0719783 0.000880579 0.000194993 0.0209868
0.467616 0.228602 0.0691209 0.00080154 0.000181945 0.0198095
0.472638 0.221354 0.0663093 0.000725124 0.000169241 0.0186589
0.477661 0.214242 0.0636107 0.000659258 0.000157786 0.0175978
0.482683 0.207215 0.0609522 0.000595242 0.000146589 0.0165578
0.487706 0.200341 0.0584113 0.000540713 0.000136569 0.0156045
0.492728 0.193541 0.0559001 0.000487035 0.000126687 0.0146637
0.497751 0.186916 0.0535157 0.000442204 0.000117957 0.0138101
0.502773 0.180357 0.0511552 0.000397824 0.000109313 0.0129651
0.507796 0.17398 0.0489155 0.000360544 0.000101647 0.0121966
0.512818 0.167678 0.0467078 0.000324314 9.41483e-05 0.0114427
0.517841 0.161545 0.0446016 0.000293007 8.73722e-05 0.0107474
0.522863 0.15551 0.0425446 0.000263658 8.08968e-05 0.0100775
0.527886 0.149617 0.0405638 0.000237278 7.48914e-05 0.00944723
0.532908 0.14386 0.0386551 0.000213693 6.9329e-05 0.00885448
0.537931 0.138202 0.0367913 0.000191398 6.39926e-05 0.00828196
0.542953 0.132732 0.035028 0.000172605 5.92415e-05 0.00775999
0.547976 0.127312 0.033281 0.000153984 5.45341e-05 0.00724282
0.552998 0.122123 0.0316517 0.000138873 5.0454e-05 0.00678144
0.558021 0.116996 0.0300451 0.000124164 4.64572e-05 0.00632829
0.563043 0.112032 0.0285138 0.000111236 4.28079e-05 0.00590742
0.568066 0.107204 0.0270441 9.97242e-05 3.9437e-05 0.00551256
0.573088 0.102449 0.0256021 8.86455e-05 3.61639e-05 0.00512758
0.578111 0.0979267 0.024265 7.97221e-05 3.33415e-05 0.00478559
0.583133 0.0934435 0.0229394 7.08758e-05 3.05435e-05 0.00444657
0.588156 0.0891536 0.0216951 6.3385e-05 2.80553e-05 0.00413832
0.593178 0.0849773 0.0204962 5.65957e-05 2.57307e-05 0.00384659
0.598201 0.0808702 0.0193218 5.00786e-05 2.34781e-05 0.00356263
0.603223 0.0770039 0.0182447 4.49223e-05 2.15634e-05 0.0033134
0.608246 0.0731696 0.0171764 3.98088e-05 1.96646e-05 0.00306624
0.613268 0.0695054 0.0161721 3.54073e-05 1.7961e-05 0.00284006
0.618291 0.0659792 0.015219 3.15652e-05 1.64115e-05 0.00263053
0.623313 0.0624816 0.0142736 2.77542e-05 1.48746e-05 0.00242271
0.628336 0.0592438 0.0134228 2.48292e-05 1.36024e-05 0.00224434
0.633358 0.0560507 0.0125858 2.19975e-05 1.2361e-05 0.00206967
0.638381 0.0529412 0.0117762 1.93521e-05 1.11828e-05 0.00190252
0.643403 0.05005 0.0110416 1.72726e-05 1.01915e-05 0.00175711
0.648426 0.0471813 0.0103127 1.52092e-05 9.20789e-06 0.00161283
0.653448 0.0444553 0.0096299 1.3419e-05 8.32466e-06 0.00148084
0.658471 0.0418811 0.00899617 1.19217e-05 7.54896e-06 0.00136199
0.663493 0.0393264 0.00836726 1.04359e-05 6.77914e-06 0.00124404
0.668516 0.0369565 0.00779567 9.22879e-06 6.12218e-06 0.0011405
0.673538 0.0346869 0.00725454 8.164e-06 5.52342e-06 0.00104446
0.678561 0.0324341 0.00671742 7.10711e-06 4.92912e-06 0.000949132
0.683583 0.0303902 0.00624218 6.29294e-06 4.44347e-06 0.00086835
0.688606 0.0284109 0.00578538 5.54541e-06 3.98832e-06 0.000791733
0.693628 0.026446 0.00533191 4.80332e-06 3.53648e-06 0.000715674
0.698651 0.024696 0.00493906 4.25152e-06 3.17894e-06 0.000652898
0.703673 0.0229912 0.0045584 3.73389e-06 2.83884e-06 0.000592653
0.708696 0.0212986 0.00418044 3.21994e-06 2.50116e-06 0.000532836
0.713718 0.0198094 0.00385715 2.84265e-06 2.23835e-06 0.000484156
0.71874 0.0183616 0.00354452 2.48949e-06 1.98909e-06 0.00043755
0.723763 0.0169238 0.00323408 2.1388e-06 1.74158e-06 0.000391268
0.728785 0.0156627 0.0029688 1.87781e-06 1.54823e-06 0.000353526
0.733808 0.0144525 0.00271627 1.64079e-06 1.36953e-06 0.000318133
0.73883 0.0132506 0.00246547 1.40539e-06 1.19206e-06 0.000282982
0.743853 0.0121861 0.00224807 1.22261e-06 1.04942e-06 0.000253677
0.748875 0.011193 0.00204793 1.06648e-06 9.24511e-07 0.000227364
0.753898 0.0102066 0.00184913 9.11398e-07 8.00431e-07 0.000201228
0.75892 0.00930943 0.00167096 7.82026e-07 6.94896e-07 0.000178421
0.763943 0.00851168 0.00151579 6.814e-07 6.10082e-07 0.000159333
0.768965 0.00771915 0.00136164 5.81433e-07 5.25823e-07 0.00014037
0.773988 0.00696354 0.00121554 4.89289e-07 4.4767e-07 0.000122593
0.77901 0.00633843 0.00109828 4.26113e-07 3.92007e-07 0.000109136
0.784033 0.00571734 0.000981782 3.63342e-07 3.36701e-07 9.57653e-05
0.789055 0.00510022 0.000866024 3.00972e-07 2.81748e-07 8.248e-05
